Numero;Sexo;Level;HP;Ataque;Defesa;AtaqueEspecial;DefesaEspecial;Rapidez
560;F;1;65;90;115;45;115;58
560;F;50;172;156;183;106;183;121
560;F;100;334;306;361;207;361;236
561;M;1;72;58;80;103;80;97
561;M;50;179;121;145;170;145;163
561;M;100;348;236;284;335;284;322
561;F;1;72;58;80;103;80;97
561;F;50;179;121;145;170;145;163
561;F;100;348;236;284;335;284;322
562;M;1;38;30;85;55;65;30
562;M;50;145;90;150;117;128;90
562;M;100;280;174;295;229;251;174
562;F;1;38;30;85;55;65;30
562;F;50;145;90;150;117;128;90
562;F;100;280;174;295;229;251;174
563;M;1;58;50;145;95;105;30
563;M;50;165;112;216;161;172;90
563;M;100;320;218;427;317;339;174
563;F;1;58;50;145;95;105;30
563;F;50;165;112;216;161;172;90
563;F;100;320;218;427;317;339;174
564;M;1;54;78;103;53;45;22
564;M;50;161;143;170;115;106;81
564;M;100;312;280;225;225;207;157
564;F;1;54;78;103;53;45;22
564;F;50;161;143;170;115;106;81
564;F;100;312;280;225;225;207;157
565;M;1;74;108;133;83;65;32
565;M;50;181;176;203;148;128;92
565;M;100;352;346;401;291;251;179
565;F;1;74;108;133;83;65;32
565;F;50;181;176;203;148;128;92
565;F;100;352;346;401;291;251;179
566;M;1;55;112;45;74;45;70
566;M;50;162;180;106;138;106;134
566;M;100;314;355;207;271;207;262
566;F;1;55;112;45;74;45;70
566;F;50;162;180;106;138;106;134
566;F;100;314;355;207;271;207;262
567;M;1;75;140;65;112;65;110
567;M;50;182;211;128;180;128;178
567;M;100;354;416;251;355;251;350
567;F;1;75;140;65;112;65;110
567;F;50;182;211;128;180;128;178
567;F;100;354;416;251;355;251;350
568;M;1;50;50;62;40;62;65
568;M;50;157;112;125;101;125;128
568;M;100;304;218;245;196;245;251
568;F;1;50;50;62;40;62;65
568;F;50;157;112;125;101;125;128
568;F;100;304;218;245;196;245;251
569;M;1;80;95;82;60;82;75
569;M;50;187;161;147;123;147;139
569;M;100;364;317;289;240;289;273
569;F;1;80;95;82;60;82;75
569;F;50;187;161;147;123;147;139
569;F;100;364;317;289;240;289;273
570;M;1;40;65;40;80;40;65
570;M;50;147;128;101;145;101;128
570;M;100;284;251;196;284;196;251
570;F;1;40;65;40;80;40;65
570;F;50;147;128;101;145;101;128
570;F;100;284;251;196;284;196;251
571;M;1;60;105;60;120;60;105
571;M;50;167;172;123;189;123;172
571;M;100;324;339;240;372;240;339
571;F;1;60;105;60;120;60;105
571;F;50;167;172;123;189;123;172
571;F;100;324;339;240;372;240;339
572;M;1;55;50;40;40;40;75
572;M;50;162;112;101;101;101;139
572;M;100;314;218;196;196;196;273
572;F;1;55;50;40;40;40;75
572;F;50;162;112;101;101;101;139
572;F;100;314;218;196;196;196;273
573;M;1;75;95;60;65;60;115
573;M;50;182;161;123;128;123;183
573;M;100;354;317;240;251;240;361
573;F;1;75;95;60;65;60;115
573;F;50;182;161;123;128;123;183
573;F;100;354;317;240;251;240;361
574;M;1;45;30;50;55;65;45
574;M;50;152;90;112;117;128;106
574;M;100;294;174;218;229;251;207
574;F;1;45;30;50;55;65;45
574;F;50;152;90;112;117;128;106
574;F;100;294;174;218;229;251;207
575;M;1;60;45;70;75;85;55
575;M;50;167;106;134;139;150;117
575;M;100;324;207;262;273;295;229
575;F;1;60;45;70;75;85;55
575;F;50;167;106;134;139;150;117
575;F;100;324;207;262;273;295;229
576;M;1;70;55;95;95;110;65
576;M;50;177;117;161;161;178;128
576;M;100;344;229;317;317;350;251
576;F;1;70;55;95;95;110;65
576;F;50;177;117;161;161;178;128
576;F;100;344;229;317;317;350;251
577;M;1;45;30;40;105;50;20
577;M;50;152;90;101;172;112;79
577;M;100;294;174;196;339;218;152
577;F;1;45;30;40;105;50;20
577;F;50;152;90;101;172;112;79
577;F;100;294;174;196;339;218;152
578;M;1;65;40;50;125;60;30
578;M;50;172;101;112;194;123;90
578;M;100;334;196;218;383;240;174
578;F;1;65;40;50;125;60;30
578;F;50;172;101;112;194;123;90
578;F;100;334;196;218;383;240;174
579;M;1;110;65;75;125;85;30
579;M;50;217;128;139;194;150;90
579;M;100;424;251;273;383;295;174
579;F;1;110;65;75;125;85;30
579;F;50;217;128;139;194;150;90
579;F;100;424;251;273;383;295;174
580;M;1;62;44;50;44;50;55
580;M;50;169;105;112;105;112;117
580;M;100;328;205;218;205;218;229
580;F;1;62;44;50;44;50;55
580;F;50;169;105;112;105;112;117
580;F;100;328;205;218;205;218;229
581;M;1;75;87;63;87;63;98
581;M;50;182;152;126;152;126;165
581;M;100;354;300;247;300;247;324
581;F;1;75;87;63;87;63;98
581;F;50;182;152;126;152;126;165
581;F;100;354;300;247;300;247;324
582;M;1;36;50;50;65;60;44
582;M;50;143;112;112;128;123;105
582;M;100;276;218;218;251;240;205
582;F;1;36;50;50;65;60;44
582;F;50;143;112;112;128;123;105
582;F;100;276;218;218;251;240;205
583;M;1;51;65;65;80;75;59
583;M;50;158;128;128;145;139;122
583;M;100;306;251;251;284;273;238
583;F;1;51;65;65;80;75;59
583;F;50;158;128;128;145;139;122
583;F;100;306;251;251;284;273;238
584;M;1;71;95;85;110;95;79
584;M;50;178;161;150;178;161;144
584;M;100;346;317;295;350;317;282
584;F;1;71;95;85;110;95;79
584;F;50;178;161;150;178;161;144
584;F;100;346;317;295;350;317;282
585;M;1;60;60;50;40;50;75
585;M;50;167;123;112;101;112;139
585;M;100;324;240;218;196;218;273
585;F;1;60;60;50;40;50;75
585;F;50;167;123;112;101;112;139
585;F;100;324;240;218;196;218;273
586;M;1;80;100;70;60;70;95
586;M;50;187;167;134;123;134;161
586;M;100;364;382;262;240;262;317
586;F;1;80;100;70;60;70;95
586;F;50;187;167;134;123;134;161
586;F;100;364;382;262;240;262;317
587;M;1;55;75;60;75;60;103
587;M;50;162;139;123;139;123;170
587;M;100;314;273;240;273;240;335
587;F;1;55;75;60;75;60;103
587;F;50;162;139;123;139;123;170
587;F;100;314;273;240;273;240;335
588;M;1;50;75;45;40;45;60
588;M;50;157;139;106;101;106;123
588;M;100;304;273;207;196;207;240
588;F;1;50;75;45;40;45;60
588;F;50;157;139;106;101;106;123
588;F;100;304;273;207;196;207;240
589;M;1;70;135;105;60;105;20
589;M;50;177;205;172;123;172;79
589;M;100;344;405;339;240;339;152
589;F;1;70;135;105;60;105;20
589;F;50;177;205;172;123;172;79
589;F;100;344;405;339;240;339;152
590;M;1;69;55;45;55;55;15
590;M;50;176;117;106;117;117;73
590;M;100;342;229;207;229;229;141
590;F;1;69;55;45;55;55;15
590;F;50;176;117;106;117;117;73
590;F;100;342;229;207;229;229;141
591;M;1;114;85;70;85;80;30
591;M;50;221;150;134;150;145;90
591;M;100;432;295;262;295;284;174
591;F;1;114;85;70;85;80;30
591;F;50;221;150;134;150;145;90
591;F;100;432;295;262;295;284;174
592;M;1;55;40;50;65;85;40
592;M;50;162;101;112;128;150;101
592;M;100;314;196;218;251;295;196
593;M;1;100;60;70;85;105;60
593;M;50;207;123;134;150;172;123
593;M;100;404;240;262;295;339;240
594;M;1;165;75;80;40;45;65
594;M;50;272;139;145;101;106;128
594;M;100;534;273;284;196;207;251
594;F;1;165;75;80;40;45;65
594;F;50;272;139;145;101;106;128
594;F;100;534;273;284;196;207;251
595;M;1;50;47;50;57;50;65
595;M;50;157;108;112;119;112;128
595;M;100;304;212;218;234;218;251
595;F;1;50;47;50;57;50;65
595;F;50;157;108;112;119;112;128
595;F;100;304;212;218;234;218;251
596;M;1;70;77;60;97;60;108
596;M;50;177;141;123;163;123;176
596;M;100;344;278;240;322;240;346
596;F;1;70;77;60;97;60;108
596;F;50;177;141;123;163;123;176
596;F;100;344;278;240;322;240;346
597;M;1;44;50;91;24;86;10
597;M;50;151;112;157;83;151;68
597;M;100;292;218;309;161;298;130
597;F;1;44;50;91;24;86;10
597;F;50;151;112;157;83;151;68
597;F;100;292;218;309;161;298;130
598;M;1;74;94;131;54;116;20
598;M;50;181;160;201;116;184;79
598;M;100;352;315;397;227;364;152
598;F;1;74;94;131;54;116;20
598;F;50;181;160;201;116;184;79
598;F;100;352;315;397;227;364;152
599;I;1;40;55;70;45;60;30
599;I;50;147;117;134;106;123;90
599;I;100;284;229;262;207;240;174
600;I;1;60;80;95;70;85;50
600;I;50;167;145;161;134;150;112
600;I;100;324;284;317;262;295;218
601;I;1;60;100;115;70;85;90
601;I;50;167;167;183;134;150;156
601;I;100;324;328;361;262;295;306
602;M;1;35;55;40;45;40;60
602;M;50;142;117;101;106;101;123
602;M;100;274;229;196;207;196;240
602;F;1;35;55;40;45;40;60
602;F;50;142;117;101;106;101;123
602;F;100;274;229;196;207;196;240
603;M;1;65;85;70;75;70;40
603;M;50;172;150;134;139;134;101
603;M;100;334;295;262;273;262;196
603;F;1;65;85;70;75;70;40
603;F;50;172;150;134;139;134;101
603;F;100;334;295;262;273;262;196
604;M;1;85;115;80;105;80;50
604;M;50;192;183;145;172;145;112
604;M;100;374;361;284;339;284;218
604;F;1;85;115;80;105;80;50
604;F;50;192;183;145;172;145;112
604;F;100;374;361;284;339;284;218
605;M;1;55;55;55;85;55;30
605;M;50;162;117;117;150;117;90
605;M;100;314;229;229;295;229;174
605;F;1;55;55;55;85;55;30
605;F;50;162;117;117;150;117;90
605;F;100;314;229;229;295;229;174
606;M;1;75;75;75;125;95;40
606;M;50;182;139;139;194;161;101
606;M;100;354;273;273;383;317;196
606;F;1;75;75;75;125;95;40
606;F;50;182;139;139;194;161;101
606;F;100;354;273;273;383;317;196
607;M;1;50;30;55;65;55;20
607;M;50;157;90;117;128;117;79
607;M;100;304;174;229;251;229;152
607;F;1;50;30;55;65;55;20
607;F;50;157;90;117;128;117;79
607;F;100;304;174;229;251;229;152
608;M;1;60;40;60;95;60;55
608;M;50;167;101;123;161;123;117
608;M;100;324;196;240;317;240;229
608;F;1;60;40;60;95;60;55
608;F;50;167;101;123;161;123;117
608;F;100;324;196;240;317;240;229
609;M;1;60;55;90;145;90;80
609;M;50;167;117;156;216;156;145
609;M;100;324;229;306;427;306;284
609;F;1;60;55;90;145;90;80
609;F;50;167;117;156;216;156;145
609;F;100;324;229;306;427;306;284
610;M;1;46;87;60;30;40;57
610;M;50;153;152;123;90;101;119
610;M;100;296;300;240;174;196;234
610;F;1;46;87;60;30;40;57
610;F;50;153;152;123;90;101;119
610;F;100;296;300;240;174;196;234
611;M;1;66;117;70;40;50;67
611;M;50;173;185;134;101;112;130
611;M;100;336;266;262;196;218;256
611;F;1;66;117;70;40;50;67
611;F;50;173;185;134;101;112;130
611;F;100;336;266;262;196;218;256
612;M;1;76;147;90;60;70;97
612;M;50;183;218;156;123;134;163
612;M;100;356;432;306;240;262;322
612;F;1;76;147;90;60;70;97
612;F;50;183;218;156;123;134;163
612;F;100;356;432;306;240;262;322
613;M;1;55;70;40;60;40;40
613;M;50;162;134;101;123;101;101
613;M;100;314;262;196;240;196;196
613;F;1;55;70;40;60;40;40
613;F;50;162;134;101;123;101;101
613;F;100;314;262;196;240;196;196
614;M;1;95;130;80;70;80;50
614;M;50;202;200;145;134;145;112
614;M;100;394;394;284;262;284;218
614;F;1;95;130;80;70;80;50
614;F;50;202;200;145;134;145;112
614;F;100;394;394;284;262;284;218
615;I;1;80;50;50;95;135;105
615;I;50;187;112;112;161;205;172
615;I;100;364;218;218;317;405;339
616;M;1;50;40;85;40;65;25
616;M;50;157;101;150;101;128;84
616;M;100;304;196;295;196;251;163
616;F;1;50;40;85;40;65;25
616;F;50;157;101;150;101;128;84
616;F;100;304;196;295;196;251;163
617;M;1;80;70;40;100;60;145
617;M;50;187;134;101;167;123;216
617;M;100;364;262;196;328;240;427
617;F;1;80;70;40;100;60;145
617;F;50;187;134;101;167;123;216
617;F;100;364;262;196;328;240;427
618;M;1;109;66;84;81;99;32
618;M;50;216;129;149;146;166;92
618;M;100;422;254;293;287;326;179
618;F;1;109;66;84;81;99;32
618;F;50;216;129;149;146;166;92
618;F;100;422;254;293;287;326;179
619;M;1;45;85;50;55;50;65
619;M;50;152;150;112;117;112;128
619;M;100;294;295;218;229;218;251
619;F;1;45;85;50;55;50;65
619;F;50;152;150;112;117;112;128
619;F;100;294;295;218;229;218;251
620;M;1;65;125;60;95;60;105
620;M;50;172;194;123;161;123;172
620;M;100;334;383;240;317;240;339
620;F;1;65;125;60;95;60;105
620;F;50;172;194;123;161;123;172
620;F;100;334;383;240;317;240;339
621;M;1;77;120;90;60;90;48
621;M;50;184;189;156;123;156;110
621;M;100;358;372;306;240;306;214
621;F;1;77;120;90;60;90;48
621;F;50;184;189;156;123;156;110
621;F;100;358;372;306;240;306;214
622;I;1;59;74;50;35;50;35
622;I;50;166;138;112;95;112;95
622;I;100;322;271;218;185;218;185
623;I;1;89;124;80;55;80;55
623;I;50;196;193;145;117;145;117
623;I;100;382;381;284;229;284;229
624;M;1;45;85;70;40;40;60
624;M;50;152;150;134;101;101;123
624;M;100;294;295;262;196;196;240
624;F;1;45;85;70;40;40;60
624;F;50;152;150;134;101;101;123
624;F;100;294;295;262;196;196;240
625;M;1;65;125;100;60;70;70
625;M;50;172;194;167;123;134;134
625;M;100;334;383;328;240;262;262
625;F;1;65;125;100;60;70;70
625;F;50;172;194;167;123;134;134
625;F;100;334;383;328;240;262;262
626;M;1;95;110;95;40;95;55
626;M;50;202;178;161;101;161;117
626;M;100;394;350;317;196;317;229
626;F;1;95;110;95;40;95;55
626;F;50;202;178;161;101;161;117
626;F;100;394;350;317;196;317;229
627;M;1;70;83;50;37;50;60
627;M;50;177;148;112;97;112;123
627;M;100;344;291;218;190;218;240
628;M;1;100;123;75;57;75;80
628;M;50;207;192;139;119;139;145
628;M;100;404;379;273;234;273;284
629;F;1;70;55;75;45;65;60
629;F;50;177;117;139;106;128;123
629;F;100;344;229;273;207;251;240
630;F;1;110;65;105;55;95;80
630;F;50;217;128;172;117;161;145
630;F;100;424;251;339;229;317;284
631;M;1;85;97;66;105;66;65
631;M;50;192;163;129;172;129;128
631;M;100;374;322;254;339;254;251
631;F;1;85;97;66;105;66;65
631;F;50;192;163;129;172;129;128
631;F;100;374;322;254;339;254;251
632;M;1;58;109;112;48;48;109
632;M;50;165;177;180;110;110;177
632;M;100;320;348;355;214;214;348
632;F;1;58;109;112;48;48;109
632;F;50;165;177;180;110;110;177
632;F;100;320;348;355;214;214;348
633;M;1;52;65;50;45;50;38
633;M;50;159;128;112;106;112;99
633;M;100;308;251;218;207;218;192
633;F;1;52;65;50;45;50;38
633;F;50;159;128;112;106;112;99
633;F;100;308;251;218;207;218;192
634;M;1;72;85;70;65;70;58
634;M;50;179;150;134;128;134;121
634;M;100;348;295;262;251;262;236
634;F;1;72;85;70;65;70;58
634;F;50;179;150;134;128;134;121
634;F;100;348;295;262;251;262;236
635;M;1;92;105;90;125;90;98
635;M;50;199;172;156;194;156;165
635;M;100;388;339;306;383;306;324
635;F;1;92;105;90;125;90;98
635;F;50;199;172;156;194;156;165
635;F;100;388;339;306;383;306;324
636;M;1;55;85;55;50;55;60
636;M;50;162;150;117;112;117;123
636;M;100;314;295;229;218;229;240
636;F;1;55;85;55;50;55;60
636;F;50;162;150;117;112;117;123
636;F;100;314;295;229;218;229;240
637;M;1;85;60;65;135;105;100
637;M;50;192;123;128;205;172;167
637;M;100;374;240;251;405;339;328
637;F;1;85;60;65;135;105;100
637;F;50;192;123;128;205;172;167
637;F;100;374;240;251;405;339;328
638;I;1;91;90;129;90;72;108
638;I;50;198;156;199;156;136;176
638;I;100;386;306;392;306;267;346
639;I;1;91;129;90;72;90;108
639;I;50;198;199;156;136;156;176
639;I;100;386;392;306;267;306;346
640;I;1;91;90;72;90;129;108
640;I;50;198;156;136;156;199;176
640;I;100;386;306;267;306;392;346
641;M;1;79;115;80;125;90;121
641;M;50;186;183;145;194;156;190
641;M;100;362;262;284;383;306;375
642;M;1;79;115;70;145;80;111
642;M;50;186;183;134;216;145;179
642;M;100;362;361;262;427;284;353
643;I;1;100;120;100;150;120;90
643;I;50;207;189;167;222;189;156
643;I;100;404;372;328;438;372;306
644;I;1;100;150;120;120;100;90
644;I;50;207;222;189;189;167;156
644;I;100;404;438;372;372;328;306
645;M;1;89;145;90;115;80;101
645;M;50;196;216;156;183;145;168
645;M;100;382;427;306;361;284;331
646;I;1;125;170;100;170;100;95
646;I;50;232;244;167;244;167;161
646;I;100;454;482;328;482;328;317
647;I;1;91;72;90;129;90;108
647;I;50;198;136;156;199;156;176
647;I;100;383;267;306;392;306;346
648;I;1;100;77;77;128;128;90
648;I;50;207;141;141;198;198;156
648;I;100;404;278;278;390;390;306
649;I;1;71;120;95;120;95;99
649;I;50;178;189;161;189;161;166
649;I;100;346;372;317;372;317;326
650;M;1;56;61;65;48;45;38
650;M;50;163;124;128;110;106;99
650;M;100;316;243;251;214;207;192
650;F;1;56;61;65;48;45;38
650;F;50;163;124;128;110;106;99
650;F;100;316;243;251;214;207;192
651;M;1;61;78;95;56;58;57
651;M;50;168;143;161;118;121;119
651;M;100;326;280;317;232;236;234
651;F;1;61;78;95;56;58;57
651;F;50;168;143;161;118;121;119
651;F;100;326;280;317;232;236;234
652;M;1;88;107;122;74;75;64
652;M;50;195;174;191;138;139;127
652;M;100;380;344;377;271;273;249
652;F;1;88;107;122;74;75;64
652;F;50;195;174;191;138;139;127
652;F;100;380;344;377;271;273;249
653;M;1;40;45;40;62;60;60
653;M;50;147;106;101;125;123;123
653;M;100;284;207;196;245;240;240
653;F;1;40;45;40;62;60;60
653;F;50;147;106;101;125;123;123
653;F;100;284;207;196;245;240;240
654;M;1;59;59;58;90;70;73
654;M;50;166;122;121;156;134;137
654;M;100;322;238;236;306;262;269
654;F;1;59;59;58;90;70;73
654;F;50;166;122;121;156;134;137
654;F;100;322;238;236;306;262;269
655;M;1;75;69;72;114;100;104
655;M;50;182;133;136;182;167;171
655;M;100;354;260;267;359;328;337
655;F;1;75;69;72;114;100;104
655;F;50;182;133;136;182;167;171
655;F;100;354;260;267;359;328;337
656;M;1;41;56;40;62;44;71
656;M;50;148;118;101;125;105;135
656;M;100;286;232;196;245;205;265
656;F;1;41;56;40;62;44;71
656;F;50;148;118;101;125;105;135
656;F;100;286;232;196;245;205;265
657;M;1;54;63;52;83;56;97
657;M;50;161;126;114;148;118;163
657;M;100;312;247;223;291;232;322
657;F;1;54;63;52;83;56;97
657;F;50;161;126;114;148;118;163
657;F;100;312;247;223;291;232;322
658;M;1;72;95;67;103;71;122
658;M;50;179;161;130;170;135;191
658;M;100;348;317;256;335;265;377
658;F;1;72;95;67;103;71;122
658;F;50;179;161;130;170;135;191
658;F;100;348;317;256;335;265;377
659;M;1;38;36;38;32;36;57
659;M;50;145;96;99;92;96;119
659;M;100;280;188;192;179;188;234
659;F;1;38;36;38;32;36;57
659;F;50;145;96;99;92;96;119
659;F;100;280;188;192;179;188;234
660;M;1;85;56;77;50;77;78
660;M;50;192;118;141;112;141;143
660;M;100;374;232;278;218;278;280
660;F;1;85;56;77;50;77;78
660;F;50;192;118;141;112;141;143
660;F;100;374;232;278;218;278;280
661;M;1;45;50;43;40;38;62
661;M;50;152;112;104;101;99;125
661;M;100;294;218;203;196;192;245
661;F;1;45;50;43;40;38;62
661;F;50;152;112;104;101;99;125
661;F;100;294;218;203;196;192;245
662;M;1;62;73;55;56;52;84
662;M;50;169;137;117;118;114;149
662;M;100;328;269;229;232;223;293
662;F;1;62;73;55;56;52;84
662;F;50;169;137;117;118;114;149
662;F;100;328;269;229;232;223;293
663;M;1;78;81;71;74;69;126
663;M;50;185;146;135;138;133;195
663;M;100;360;287;265;271;260;386
663;F;1;78;81;71;74;69;126
663;F;50;185;146;135;138;133;195
663;F;100;360;287;265;271;260;386
664;M;1;38;35;40;27;25;35
664;M;50;145;95;101;86;84;95
664;M;100;280;185;196;168;163;185
664;F;1;38;35;40;27;25;35
664;F;50;145;95;101;86;84;95
664;F;100;280;185;196;168;163;185
665;M;1;45;22;60;27;30;29
665;M;50;152;81;123;86;90;89
665;M;100;294;157;240;168;174;172
665;F;1;45;22;60;27;30;29
665;F;50;152;81;123;86;90;89
665;F;100;294;157;240;168;174;172
666;M;1;80;52;50;90;50;89
666;M;50;187;114;112;156;112;155
666;M;100;364;223;218;306;218;304
666;F;1;80;52;50;90;50;89
666;F;50;187;114;112;156;112;155
666;F;100;364;223;218;306;218;304
667;M;1;62;50;58;73;54;72
667;M;50;169;112;121;137;116;136
667;M;100;328;218;236;269;227;267
667;F;1;62;50;58;73;54;72
667;F;50;169;112;121;137;116;136
667;F;100;328;218;236;269;227;267
668;M;1;86;68;72;109;66;106
668;M;50;193;132;136;177;129;173
668;M;100;376;258;267;348;254;342
669;F;1;44;38;39;61;79;42
669;F;50;151;99;100;124;144;103
669;F;100;292;192;194;243;282;201
670;F;1;54;45;47;75;98;52
670;F;50;161;106;108;139;165;114
670;F;100;312;207;212;273;324;223
671;F;1;78;65;68;112;154;75
671;F;50;185;128;132;180;226;139
671;F;100;360;251;258;355;447;273
672;M;1;66;65;48;62;57;52
672;M;50;173;128;110;125;119;114
672;M;100;336;251;214;245;234;223
672;F;1;66;65;48;62;57;52
672;F;50;173;128;110;125;119;114
672;F;100;336;251;214;245;234;223
673;M;1;123;100;62;97;81;68
673;M;50;230;167;125;163;146;132
673;M;100;450;328;245;322;287;258
673;F;1;123;100;62;97;81;68
673;F;50;230;167;125;163;146;132
673;F;100;450;328;245;322;287;258
674;M;1;67;82;62;46;48;43
674;M;50;174;147;125;107;110;104
674;M;100;338;289;245;210;214;203
674;F;1;67;82;62;46;48;43
674;F;50;174;147;125;107;110;104
674;F;100;338;289;245;210;214;203
675;M;1;95;124;78;69;71;58
675;M;50;202;193;143;133;135;121
675;M;100;394;381;280;260;265;236
675;F;1;95;124;78;69;71;58
675;F;50;202;193;143;133;135;121
675;F;100;394;381;280;260;265;236
676;M;1;75;80;60;65;90;102
676;M;50;182;145;123;128;156;169
676;M;100;354;284;240;251;306;333
676;F;1;75;80;60;65;90;102
676;F;50;182;145;123;128;156;169
676;F;100;354;284;240;251;306;333
677;M;1;62;48;54;63;60;68
677;M;50;169;110;116;126;123;132
677;M;100;328;214;227;247;240;258
677;F;1;62;48;54;63;60;68
677;F;50;169;110;116;126;123;132
677;F;100;328;214;227;247;240;258
678;F;1;74;48;76;83;81;104
678;F;50;181;110;140;148;146;171
678;F;100;352;214;276;291;287;337
679;M;1;45;80;100;35;37;28
679;M;50;152;145;167;95;97;88
679;M;100;294;284;328;185;190;170
679;F;1;45;80;100;35;37;28
679;F;50;152;145;167;95;97;88
679;F;100;294;284;328;185;190;170
680;M;1;59;110;150;45;49;35
680;M;50;166;178;222;106;111;95
680;M;100;322;350;438;207;216;185
680;F;1;59;110;150;45;49;35
680;F;50;166;178;222;106;111;95
680;F;100;322;350;438;207;216;185
681;M;1;60;50;140;50;140;60
681;M;50;120;112;211;112;211;123
681;M;100;324;218;416;218;416;240
681;F;1;60;50;140;50;140;60
681;F;50;120;112;211;112;211;123
681;F;100;324;218;416;218;416;240
682;M;1;78;52;60;63;65;23
682;M;50;185;114;123;126;128;82
682;M;100;360;223;240;247;251;159
682;F;1;78;52;60;63;65;23
682;F;50;185;114;123;126;128;82
682;F;100;360;223;240;247;251;159
683;M;1;101;72;72;99;89;29
683;M;50;208;136;136;166;155;89
683;M;100;406;267;267;326;304;172
683;F;1;101;72;72;99;89;29
683;F;50;208;136;136;166;155;89
683;F;100;406;267;267;326;304;172
684;M;1;62;48;66;59;57;49
684;M;50;169;110;129;122;119;111
684;M;100;328;214;254;238;234;216
684;F;1;62;48;66;59;57;49
684;F;50;169;110;129;122;119;111
684;F;100;328;214;254;238;234;216
685;M;1;82;80;86;85;75;72
685;M;50;189;145;151;150;139;136
685;M;100;368;284;298;295;273;267
685;F;1;82;80;86;85;75;72
685;F;50;189;145;151;150;139;136
685;F;100;368;284;298;295;273;267
686;M;1;53;54;53;37;46;45
686;M;50;160;116;115;97;107;106
686;M;100;310;227;225;190;210;207
686;F;1;53;54;53;37;46;45
686;F;50;160;116;115;97;107;106
686;F;100;310;227;225;190;210;207
687;M;1;86;92;88;68;75;73
687;M;50;193;158;154;132;139;137
687;M;100;376;311;302;258;273;269
687;F;1;86;92;88;68;75;73
687;F;50;193;158;154;132;139;137
687;F;100;376;311;302;258;273;269
688;M;1;42;52;67;39;56;50
688;M;50;149;114;130;100;118;112
688;M;100;288;223;256;194;232;218
688;F;1;42;52;67;39;56;50
688;F;50;149;114;130;100;118;112
688;F;100;288;223;256;194;232;218
689;M;1;72;105;115;54;86;68
689;M;50;179;172;183;116;151;132
689;M;100;348;339;361;227;298;258
689;F;1;72;105;115;54;86;68
689;F;50;179;172;183;116;151;132
689;F;100;348;339;361;227;298;258
690;M;1;50;60;60;60;60;30
690;M;50;157;123;123;123;123;90
690;M;100;304;240;240;240;240;174
690;F;1;50;60;60;60;60;30
690;F;50;157;123;123;123;123;90
690;F;100;304;240;240;240;240;174
691;M;1;65;75;90;97;123;44
691;M;50;172;139;156;163;192;105
691;M;100;334;273;306;322;379;205
691;F;1;65;75;90;97;123;44
691;F;50;172;139;156;163;192;105
691;F;100;334;273;306;322;379;205
692;M;1;50;53;62;58;63;44
692;M;50;157;115;125;121;126;105
692;M;100;304;225;245;236;247;205
692;F;1;50;53;62;58;63;44
692;F;50;157;115;125;121;126;105
692;F;100;304;225;245;236;247;205
693;M;1;71;73;88;120;89;59
693;M;50;178;137;154;189;155;122
693;M;100;346;269;302;372;304;238
693;F;1;71;73;88;120;89;59
693;F;50;178;137;154;189;155;122
693;F;100;346;269;302;372;304;238
694;M;1;44;38;33;61;43;70
694;M;50;151;99;93;124;104;134
694;M;100;292;192;181;243;203;262
694;F;1;44;38;33;61;43;70
694;F;50;151;99;93;124;104;134
694;F;100;292;192;181;243;203;262
695;M;1;62;55;52;109;94;109
695;M;50;169;117;114;177;160;177
695;M;100;328;229;223;348;315;348
695;F;1;62;55;52;109;94;109
695;F;50;169;117;114;177;160;177
695;F;100;328;229;223;348;315;348
696;M;1;58;89;77;45;45;48
696;M;50;165;155;141;106;106;110
696;M;100;320;304;278;207;207;214
696;F;1;58;89;77;45;45;48
696;F;50;165;155;141;106;106;110
696;F;100;320;304;278;207;207;214
697;M;1;82;121;119;69;59;71
697;M;50;189;190;188;133;122;135
697;M;100;368;375;370;260;238;265
697;F;1;82;121;119;69;59;71
697;F;50;189;190;188;133;122;135
697;F;100;368;375;370;260;238;265
698;M;1;77;59;50;67;63;46
698;M;50;184;122;112;130;126;107
698;M;100;358;238;218;256;247;210
698;F;1;77;59;50;67;63;46
698;F;50;184;122;112;130;126;107
698;F;100;358;238;218;256;247;210
699;M;1;123;77;72;99;92;58
699;M;50;230;141;136;166;158;121
699;M;100;450;278;267;326;311;236
699;F;1;123;77;72;99;92;58
699;F;50;230;141;136;166;158;121
699;F;100;450;278;267;326;311;236
700;M;1;95;65;65;110;130;60
700;M;50;202;128;128;178;200;123
700;M;100;394;251;251;350;394;240
700;F;1;95;65;65;110;130;60
700;F;50;202;128;128;178;200;123
700;F;100;394;251;251;350;394;240
701;M;1;78;92;75;74;63;118
701;M;50;185;158;139;138;126;187
701;M;100;360;311;273;271;247;368
701;F;1;78;92;75;74;63;118
701;F;50;185;158;139;138;126;187
701;F;100;360;311;273;271;247;368
702;M;1;67;58;57;81;67;101
702;M;50;174;121;119;146;130;168
702;M;100;338;236;234;287;256;331
702;F;1;67;58;57;81;67;101
702;F;50;174;121;119;146;130;168
702;F;100;338;236;234;287;256;331
703;I;1;50;50;150;50;150;50
703;I;50;157;112;222;112;222;112
703;I;100;304;218;438;218;438;218
704;M;1;45;50;35;55;75;40
704;M;50;152;112;95;117;139;101
704;M;100;294;218;185;229;273;196
704;F;1;45;50;35;55;75;40
